coc_id,year,coc_name,award_amount
102,2015,GA-508 - DeKalb County CoC,4061462
103,2015,HI-500 - Hawaii Balance of State CoC,2100869
104,2015,HI-501 - Honolulu City and County CoC,9265576
105,2015,"IA-500 - Sioux City/Dakota, Woodbury Counties CoC",715112
106,2015,IA-501 - Iowa Balance of State CoC,4584927
107,2015,IA-502 - Des Moines/Polk County CoC,3127223
108,2015,ID-500 - Boise/Ada County CoC,933085
109,2015,ID-501 - Idaho Balance of State CoC,2780683
110,2015,IL-500 - McHenry County CoC,930933
111,2015,"IL-501 - Rockford/Winnebago, Boone Counties CoC",1470693
112,2015,"IL-502 - Waukegan, North Chicago/Lake County CoC",2105513
113,2015,"IL-503 - Champaign, Urbana, Rantoul/Champaign County CoC",748586
114,2015,IL-504 - Madison County CoC,1832242
115,2015,"IL-506 - Joliet, Bolingbrook/Will County CoC",3519280
116,2015,"IL-507 - Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",1786354
117,2015,"IL-508 - East Saint Louis, Belleville/Saint Clair County CoC",3191970
118,2015,IL-509 - DeKalb City and County CoC,611360
119,2015,IL-510 - Chicago CoC,63499383
120,2015,IL-511 - Cook County CoC,11373095
121,2015,IL-512 - Bloomington/Central Illinois CoC,1093888
122,2015,IL-513 - Springfield/Sangamon County CoC,444738
123,2015,IL-514 - Dupage County CoC,4406678
124,2015,IL-515 - South Central Illinois CoC,905114
125,2015,IL-516 - Decatur/Macon County CoC,794348
126,2015,"IL-517 - Aurora, Elgin/Kane County CoC",1621013
127,2015,"IL-518 - Rock Island, Moline/Northwestern Illinois CoC",858536
128,2015,IL-519 - West Central Illinois CoC,650720
129,2015,IL-520 - Southern Illinois CoC,890826
130,2015,"IN-500 - South Bend, Mishawaka/Saint Joseph County CoC",1433183
131,2015,IN-502 - Indiana Balance of State CoC,10496669
132,2015,IN-503 - Indianapolis CoC,4404410
133,2015,KS-501 - Kansas City/Wyandotte County CoC,1648828
134,2015,KS-502 - Wichita/Sedgwick County CoC,2138663
135,2015,KS-503 - Topeka/Shawnee County CoC,1867911
136,2015,"KS-505 - Overland Park, Shawnee/Johnson County CoC",675358
137,2015,KS-507 - Kansas Balance of State CoC,2539223
138,2015,KY-500 - Kentucky Balance of State CoC,7981008
139,2015,KY-501 - Louisville-Jefferson County CoC,9064742
140,2015,KY-502 - Lexington-Fayette County CoC,1589681
141,2015,LA-500 - Lafayette/Acadiana Regional CoC,2474843
142,2015,LA-502 - Shreveport/Bossier/Northwest Louisiana CoC,3890343
143,2015,LA-503 - New Orleans/Jefferson Parish CoC,18367757
144,2015,LA-504 - Baton Rouge CoC,1753358
145,2015,LA-505 - Monroe/Northeast Louisiana CoC,1617421
146,2015,LA-506 - Slidell/Southeast Louisiana CoC,2291529
147,2015,LA-507 - Alexandria/Central Louisiana CoC,704860
148,2015,"LA-508 - Houma-Terrebonne, Thibodaux CoC",1067678
149,2015,LA-509 - Louisiana Balance of State CoC,11407163
150,2015,MA-500 - Boston CoC,22664525
151,2015,MA-502 - Lynn CoC,1784969
152,2015,MA-503 - Cape Cod Islands CoC,1932912
153,2015,MA-504 - Springfield/Hampden County CoC,3230835
154,2015,MA-505 - New Bedford CoC,1684939
155,2015,MA-506 - Worcester City and County CoC,6595065
156,2015,"MA-507 - Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",1797223
157,2015,MA-508 - Lowell CoC,808792
158,2015,MA-509 - Cambridge CoC,4164930
159,2015,"MA-510 - Gloucester, Haverhill, Salem/Essex County CoC",1724266
160,2015,"MA-511 - Quincy, Brockton, Weymouth, Plymouth City and County CoC",5453087
161,2015,MA-515 - Fall River CoC,1749357
162,2015,MA-516 - Massachusetts Balance of State CoC,10239066
163,2015,MA-517 - Somerville CoC,1925107
164,2015,"MA-518 - Brookline, Newton CoC",1476746
165,2015,"MA-519 - Attleboro, Taunton/Bristol County CoC",819144
166,2015,MD-500 - Cumberland/Allegany County CoC,698974
167,2015,MD-501 - Baltimore CoC,20113771
168,2015,MD-502 - Harford County CoC,927130
169,2015,MD-503 - Annapolis/Anne Arundel County CoC,2175878
170,2015,MD-504 - Howard County CoC,789594
171,2015,MD-505 - Baltimore County CoC,2766391
172,2015,MD-506 - Carroll County CoC,390079
173,2015,MD-507 - Cecil County CoC,244476
174,2015,"MD-508 - Charles, Calvert, Saint Mary's Counties CoC",2521547
175,2015,MD-509 - Frederick City and County CoC,569765
176,2015,MD-510 - Garrett County CoC,255878
177,2015,MD-511 - Mid-Shore Regional CoC,723480
178,2015,MD-512 - Hagerstown/Washington County CoC,500970
179,2015,"MD-513 - Wicomico, Somerset, Worcester Counties CoC",1203629
180,2015,MD-600 - Prince George's County CoC,4944748
181,2015,MD-601 - Montgomery County CoC,8202360
182,2015,ME-500 - Maine Balance of State CoC,8667731
183,2015,ME-502 - Portland CoC,3310122
184,2015,MI-500 - Michigan Balance of State CoC,8790201
185,2015,MI-501 - Detroit CoC,26130090
186,2015,"MI-502 - Dearborn, Dearborn Heights, Westland/Wayne County CoC",3380983
187,2015,"MI-503 - Saint Clair Shores, Warren/Macomb County CoC",1197318
188,2015,"MI-504 - Pontiac, Royal Oak/Oakland County CoC",5793784
189,2015,MI-505 - Flint/Genesee County CoC,2294131
190,2015,MI-506 - Grand Rapids/Wyoming/Kent County CoC,5503523
191,2015,"MI-507 - Portage, Kalamazoo City and County CoC",1777855
192,2015,"MI-508 - Lansing, East Lansing/Ingham County CoC",2566614
193,2015,MI-509 - Washtenaw County CoC,5708538
194,2015,MI-510 - Saginaw City and County CoC,1806174
195,2015,MI-511 - Lenawee County CoC,108386
196,2015,"MI-512 - Grand Traverse, Antrim, Leelanau Counties CoC",670841
197,2015,"MI-513 - Marquette, Alger Counties CoC",194878
198,2015,MI-514 - Battle Creek/Calhoun County CoC,326673
199,2015,MI-515 - Monroe City and County CoC,139126
200,2015,"MI-516 - Norton Shores, Muskegon City and County CoC",577163
201,2015,MI-517 - Jackson City and County CoC,905738
202,2015,MI-518 - Livingston County CoC,219545
203,2015,MI-519 - Holland/Ottawa County CoC,1017124
204,2015,MI-523 - Eaton County CoC,895163
205,2015,MN-500 - Minneapolis/Hennepin County CoC,11815635
206,2015,MN-501 - Saint Paul/Ramsey County CoC,6964024
207,2015,MN-502 - Rochester/Southeast Minnesota CoC,1929728
208,2015,"MN-503 - Dakota, Anoka, Washington, Scott, Carver Counties CoC",3758883
209,2015,MN-504 - Northeast Minnesota CoC,442121
210,2015,MN-505 - Saint Cloud/Central Minnesota CoC,1373986
211,2015,MN-506 - Northwest Minnesota CoC,673035
212,2015,MN-508 - Moorhead/West Central Minnesota CoC,862869
213,2015,MN-509 - Duluth/Saint Louis County CoC,3271748
214,2015,MN-511 - Southwest Minnesota CoC,984023
215,2015,MO-500 - Saint Louis County CoC,1598248
216,2015,MO-501 - Saint Louis CoC,10819284
217,2015,"MO-503 - Saint Charles City and County, Lincoln, Warren Counties CoC",292226
218,2015,"MO-600 - Springfield/Greene, Christian, Webster Counties CoC",865457
219,2015,"MO-602 - Joplin/Jasper, Newton Counties CoC",533918
220,2015,"MO-603 - Saint Joseph/Andrew, Buchanan, DeKalb Counties CoC",1257604
221,2015,"MO-604 - Kansas City, Independence, Lee's Summit/Jackson County CoC",11461063
222,2015,MO-606 - Missouri Balance of State CoC,4553354
223,2015,"MS-500 - Jackson/Rankin, Madison Counties CoC",1375970
224,2015,MS-501 - Mississippi Balance of State CoC,3304285
225,2015,MS-503 - Gulf Port/Gulf Coast Regional CoC,763991
226,2015,MT-500 - Montana Statewide CoC,2455596
227,2015,NC-500 - Winston-Salem/Forsyth County CoC,1889617
228,2015,NC-501 - Asheville/Buncombe County CoC,1206824
229,2015,NC-502 - Durham City and County CoC,1322432
230,2015,NC-503 - North Carolina Balance of State CoC,7399611
231,2015,"NC-504 - Greensboro, High Point CoC",1891697
232,2015,NC-505 - Charlotte/Mecklenburg County CoC,3570229
233,2015,"NC-506 - Wilmington/Brunswick, New Hanover, Pender Counties CoC",670702
234,2015,NC-507 - Raleigh/Wake County CoC,3013496
235,2015,NC-511 - Fayetteville/Cumberland County CoC,698580
236,2015,NC-513 - Chapel Hill/Orange County CoC,625299
237,2015,NC-516 - Northwest North Carolina CoC,287951
238,2015,ND-500 - North Dakota Statewide CoC,2047642
239,2015,NE-500 - Nebraska Balance of State CoC,2023586
240,2015,"NE-501 - Omaha, Council Bluffs CoC",4224258
241,2015,NE-502 - Lincoln CoC,2230675
242,2015,NH-500 - New Hampshire Balance of State CoC,3552510
243,2015,NH-501 - Manchester CoC,1537898
244,2015,NH-502 - Nashua/Hillsborough County CoC,1814588
245,2015,NJ-500 - Atlantic City and County CoC,519206
246,2015,NJ-501 - Bergen County CoC,4213917
247,2015,NJ-502 - Burlington County CoC,511020
248,2015,"NJ-503 - Camden City and County/Gloucester, Cape May, Cumberland Counties CoC",3452067
249,2015,NJ-504 - Newark/Essex County CoC,5738188
250,2015,"NJ-506 - Jersey City, Bayonne/Hudson County CoC",5243399
251,2015,NJ-507 - New Brunswick/Middlesex County CoC,2407162
252,2015,NJ-508 - Monmouth County CoC,3073031
253,2015,NJ-509 - Morris County CoC,1756326
254,2015,NJ-510 - Lakewood Township/Ocean County CoC,463677
255,2015,NJ-511 - Paterson/Passaic County CoC,3745554
256,2015,NJ-513 - Somerset County CoC,397461
257,2015,NJ-514 - Trenton/Mercer County CoC,3538791
258,2015,NJ-515 - Elizabeth/Union County CoC,4467480
259,2015,"NJ-516 - Warren, Sussex, Hunterdon Counties CoC",1222609
260,2015,NM-500 - Albuquerque CoC,5681370
261,2015,NM-501 - New Mexico Balance of State CoC,4611587
262,2015,NV-500 - Las Vegas/Clark County CoC,13369068
263,2015,"NV-501 - Reno, Sparks/Washoe County CoC",1575244
264,2015,NV-502 - Nevada Balance of State CoC,610198
265,2015,"NY-500 - Rochester, Irondequoit, Greece/Monroe County CoC",11127315
266,2015,NY-502 - Auburn/Cayuga County CoC,252674
267,2015,NY-503 - Albany City and County CoC,5040772
268,2015,NY-504 - Cattaraugus County CoC,351754
269,2015,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",8296514
270,2015,NY-507 - Schenectady City and County CoC,3867818
271,2015,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",10873277
272,2015,NY-510 - Ithaca/Tompkins County CoC,211918
273,2015,"NY-511 - Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland Counties CoC",1563384
274,2015,NY-512 - Troy/Rensselaer County CoC,3210595
275,2015,"NY-513 - Wayne, Ontario, Seneca, Yates Counties CoC",205097
276,2015,"NY-514 - Jamestown, Dunkirk/Chautauqua County CoC",210874
277,2015,NY-516 - Clinton County CoC,146300
278,2015,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",3120929
279,2015,"NY-519 - Columbia, Greene Counties CoC",451459
280,2015,NY-520 - Franklin County CoC,89223
281,2015,"NY-522 - Jefferson, Lewis, Saint Lawrence Counties CoC",1267042
282,2015,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",1556533
283,2015,NY-600 - New York City CoC,121965844
284,2015,NY-601 - Poughkeepsie/Dutchess County CoC,1338245
285,2015,"NY-602 - Newburgh, Middletown/Orange County CoC",2792412
286,2015,"NY-603 - Nassau, Suffolk Counties CoC",10453402
287,2015,"NY-604 - Yonkers, Mount Vernon/Westchester County CoC",18422848
288,2015,NY-606 - Rockland County CoC,727899
289,2015,NY-607 - Sullivan County CoC,389540
290,2015,NY-608 - Kingston/Ulster County CoC,1169100
291,2015,OH-500 - Cincinnati/Hamilton County CoC,17982669
292,2015,OH-501 - Toledo/Lucas County CoC,4133149
293,2015,OH-502 - Cleveland/Cuyahoga County CoC,26740229
294,2015,OH-503 - Columbus/Franklin County CoC,11753431
295,2015,OH-504 - Youngstown/Mahoning County CoC,1983615
296,2015,"OH-505 - Dayton, Kettering/Montgomery County CoC",8478888
297,2015,OH-506 - Akron/Summit County CoC,4366303
298,2015,OH-507 - Ohio Balance of State CoC,17483191
299,2015,"OH-508 - Canton, Massillon, Alliance/Stark County CoC",2570070
300,2015,OK-500 - North Central Oklahoma CoC,279017
301,2015,OK-501 - Tulsa City and County CoC,2736752
302,2015,OK-502 - Oklahoma City CoC,3507094
303,2015,OK-503 - Oklahoma Balance of State CoC,595293
304,2015,OK-504 - Norman/Cleveland County CoC,373113
305,2015,OK-505 - Northeast Oklahoma CoC,364189
306,2015,OK-506 - Southwest Oklahoma Regional CoC,116234
307,2015,OK-507 - Southeastern Oklahoma Regional CoC,111107
308,2015,"OR-500 - Eugene, Springfield/Lane County CoC",3361210
309,2015,"OR-501 - Portland, Gresham/Multnomah County CoC",19118469
310,2015,"OR-502 - Medford, Ashland/Jackson County CoC",282942
311,2015,OR-503 - Central Oregon CoC,569835
312,2015,OR-505 - Oregon Balance of State CoC,3081444
313,2015,"OR-506 - Hillsboro, Beaverton/Washington County CoC",3393016
314,2015,OR-507 - Clackamas County CoC,2087390
315,2015,PA-500 - Philadelphia CoC,35522132
316,2015,PA-501 - Harrisburg/Dauphin County CoC,1623714
317,2015,"PA-502 - Upper Darby, Chester, Haverford/Delaware County CoC",5128363
318,2015,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",3995242
319,2015,"PA-504 - Lower Merion, Norristown, Abington/Montgomery County CoC",2865555
320,2015,PA-505 - Chester County CoC,1618855
321,2015,PA-506 - Reading/Berks County CoC,3327453
322,2015,PA-508 - Scranton/Lackawanna County CoC,2588315
323,2015,PA-509 - Eastern Pennsylvania CoC,10803770
324,2015,PA-510 - Lancaster City and County CoC,2007820
325,2015,"PA-511 - Bristol, Bensalem/Bucks County CoC",934433
326,2015,PA-512 - York City and County CoC,1175133
327,2015,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",18215968
328,2015,PA-601 - Western Pennsylvania CoC,8792731
329,2015,PA-603 - Beaver County CoC,1534995
330,2015,PA-605 - Erie City and County CoC,2128578
331,2015,PR-502 - Puerto Rico Balance of Commonwealth CoC,13017927
332,2015,PR-503 - South-Southeast Puerto Rico CoC,5960026
333,2015,RI-500 - Rhode Island Statewide CoC,5985905
334,2015,SC-500 - Charleston/Low Country CoC,1717517
335,2015,"SC-501 - Greenville, Anderson, Spartanburg/Upstate CoC",3291688
336,2015,SC-502 - Columbia/Midlands CoC,3053383
337,2015,"SC-503 - Myrtle Beach, Sumter City and County CoC",1844036
338,2015,SD-500 - South Dakota Statewide CoC,1126640
339,2015,TN-500 - Chattanooga/Southeast Tennessee CoC,2612695
340,2015,TN-501 - Memphis/Shelby County CoC,6716521
341,2015,TN-502 - Knoxville/Knox County CoC,1401099
342,2015,TN-503 - Central Tennessee CoC,1819533
343,2015,TN-504 - Nashville-Davidson County CoC,3138851
344,2015,TN-506 - Upper Cumberland CoC,731977
345,2015,TN-507 - Jackson/West Tennessee CoC,1490638
346,2015,TN-509 - Appalachian Regional CoC,1530908
347,2015,TN-510 - Murfreesboro/Rutherford County CoC,554551
348,2015,"TN-512 - Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",393584
349,2015,TX-500 - San Antonio/Bexar County CoC,8329314
350,2015,TX-503 - Austin/Travis County CoC,5687295
351,2015,"TX-600 - Dallas City and County, Irving CoC",16629599
352,2015,"TX-601 - Fort Worth, Arlington/Tarrant County CoC",11656963
353,2015,TX-603 - El Paso City and County CoC,2758173
354,2015,TX-604 - Waco/McLennan County CoC,978750
355,2015,TX-607 - Texas Balance of State CoC,7686653
356,2015,TX-611 - Amarillo CoC,690955
357,2015,"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",324611
358,2015,"TX-700 - Houston, Pasadena/Harris, Fort Bend Counties CoC",32098014
359,2015,"TX-701 - Bryan, College Station/Brazos Valley CoC",310636
360,2015,UT-500 - Salt Lake City and County CoC,7389067
361,2015,UT-503 - Utah Balance of State CoC,1640766
362,2015,UT-504 - Provo/Mountainland CoC,1089919
363,2015,"VA-500 - Richmond/Henrico, Chesterfield, Hanover Counties CoC",4468766
364,2015,"VA-501 - Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",3912825
365,2015,"VA-502 - Roanoke City and County, Salem CoC",836582
366,2015,VA-503 - Virginia Beach CoC,1602194
367,2015,VA-504 - Charlottesville CoC,369106
368,2015,"VA-505 - Newport News, Hampton/Virginia Peninsula CoC",2015935
369,2015,VA-507 - Portsmouth CoC,1157730
370,2015,VA-508 - Lynchburg CoC,338557
371,2015,"VA-513 - Harrisonburg, Winchester/Western Virginia CoC",384701
372,2015,"VA-514 - Fredericksburg/Spotsylvania, Stafford Counties CoC",273082
373,2015,VA-521 - Virginia Balance of State CoC,808025
374,2015,VA-600 - Arlington County CoC,2136575
375,2015,VA-601 - Fairfax County CoC,8373285
376,2015,VA-602 - Loudoun County CoC,167720
377,2015,VA-603 - Alexandria CoC,806998
378,2015,VA-604 - Prince William County CoC,527157
379,2015,VT-500 - Vermont Balance of State CoC,3231669
380,2015,VT-501 - Burlington/Chittenden County CoC,1036720
381,2015,WA-500 - Seattle/King County CoC,35389214
382,2015,WA-501 - Washington Balance of State CoC,6227178
383,2015,WA-502 - Spokane City and County CoC,3822547
384,2015,"WA-503 - Tacoma, Lakewood/Pierce County CoC",3449147
385,2015,WA-504 - Everett/Snohomish County CoC,7900826
386,2015,WA-507 - Yakima City and County CoC,594588
387,2015,WA-508 - Vancouver/Clark County CoC,1517539
388,2015,WI-500 - Wisconsin Balance of State CoC,8773084
389,2015,WI-501 - Milwaukee City and County CoC,10127898
390,2015,WI-502 - Racine City and County CoC,1055535
391,2015,WI-503 - Madison/Dane County CoC,3633373
392,2015,"WV-500 - Wheeling, Weirton Area CoC",412132
393,2015,"WV-501 - Huntington/Cabell, Wayne Counties CoC",2205883
394,2015,"WV-503 - Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",1223874
395,2015,WV-508 - West Virginia Balance of State CoC,3806212
396,2015,WY-500 - Wyoming Statewide CoC,290415
397,2016,AK-500 - Anchorage CoC,2936677
398,2016,AK-501 - Alaska Balance of State CoC,760458
399,2016,"AL-500 - Birmingham/Jefferson, Saint Clair, Shelby Counties CoC",8909627
400,2016,AL-501 - Mobile City and County/Baldwin County CoC,3851277
401,2016,AL-502 - Florence/Northwest Alabama CoC,469366
402,2016,AL-503 - Huntsville/North Alabama CoC,703494
403,2016,AL-504 - Montgomery City and County CoC,2105613
404,2016,AL-506 - Tuscaloosa City and County CoC,216199
405,2016,AL-507 - Alabama Balance of State CoC,916817
406,2016,AR-500 - Little Rock/Central Arkansas CoC,3213437
407,2016,AR-501 - Fayetteville/Northwest Arkansas CoC,382645
408,2016,AR-503 - Arkansas Balance of State CoC,426096
409,2016,AR-505 - Southeast Arkansas CoC,271580
410,2016,AZ-500 - Arizona Balance of State CoC,3999989
411,2016,AZ-501 - Tucson/Pima County CoC,8414896
412,2016,"AZ-502 - Phoenix, Mesa/Maricopa County CoC",25418465
413,2016,"CA-500 - San Jose, Santa Clara City and County CoC",20015353
414,2016,CA-501 - San Francisco CoC,32166773
415,2016,"CA-502 - Oakland, Berkeley/Alameda County CoC",33998867
416,2016,CA-503 - Sacramento City and County CoC,19511838
417,2016,"CA-504 - Santa Rosa, Petaluma/Sonoma County CoC",3076336
418,2016,CA-505 - Richmond/Contra Costa County CoC,13076992
419,2016,"CA-506 - Salinas/Monterey, San Benito Counties CoC",1967620
420,2016,CA-507 - Marin County CoC,3328338
421,2016,CA-508 - Watsonville/Santa Cruz City and County CoC,1953274
422,2016,CA-509 - Mendocino County CoC,1701242
423,2016,"CA-510 - Turlock, Modesto/Stanislaus County CoC",3110273
424,2016,CA-511 - Stockton/San Joaquin County CoC,4290724
425,2016,CA-512 - Daly City/San Mateo County CoC,8583356
426,2016,"CA-513 - Visalia/Kings, Tulare Counties CoC",2188521
427,2016,CA-514 - Fresno City and County/Madera County CoC,9006586
428,2016,"CA-515 - Roseville, Rocklin/Placer, Nevada Counties CoC",1269692
429,2016,"CA-516 - Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",346705
430,2016,CA-517 - Napa City and County CoC,715483
431,2016,CA-518 - Vallejo/Solano County CoC,1288063
432,2016,"CA-519 - Chico, Paradise/Butte County CoC",528301
433,2016,CA-520 - Merced City and County CoC,738049
434,2016,"CA-521 - Davis, Woodland/Yolo County CoC",487860
435,2016,CA-522 - Humboldt County CoC,822933
436,2016,CA-524 - Yuba City and County/Sutter County CoC,2490
437,2016,CA-525 - El Dorado County CoC,9817
438,2016,"CA-526 - Tuolumne, Amador, Calaveras, Mariposa Counties CoC",313976
439,2016,CA-527 - Tehama County CoC,5511
440,2016,"CA-530 - Alpine, Inyo, Mono Counties CoC",3091
441,2016,CA-600 - Los Angeles City and County CoC,104971653
442,2016,CA-601 - San Diego City and County CoC,18229194
443,2016,"CA-602 - Santa Ana, Anaheim/Orange County CoC",22354847
444,2016,CA-603 - Santa Maria/Santa Barbara County CoC,1667801
445,2016,CA-604 - Bakersfield/Kern County CoC,5469432
446,2016,CA-606 - Long Beach CoC,7641265
447,2016,CA-607 - Pasadena CoC,3176554
448,2016,CA-608 - Riverside City and County CoC,9912027
449,2016,CA-609 - San Bernardino City and County CoC,10339584
